region,gender,education,policy_type,vehicle_class,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount
2762,west,f,college,personal auto,two-door car,11895,88218,99,0.0,50
2763,central,m,master,personal auto,four-door car,5581,25180,70,0.0,236
2764,northeast,f,bachelor,personal auto,suv,8618,48091,108,0.0,132
2765,northeast,m,high school or below,corporate auto,suv,3940,92539,100,0.0,26
2767,central,m,bachelor,special auto,suv,4440,75453,112,0.0,164
2768,northeast,m,college,personal auto,four-door car,2535,94003,64,0.0,307
2770,east,m,college,personal auto,four-door car,2394,37707,70,0.0,425
2772,west,f,college,personal auto,four-door car,4273,37707,114,0.0,1344
2776,northeast,f,bachelor,corporate auto,two-door car,5246,28909,66,0.0,457
2780,central,f,bachelor,personal auto,two-door car,2480,31678,63,0.0,77
2781,central,m,master,personal auto,two-door car,7201,28245,62,0.0,298
2782,northeast,f,bachelor,personal auto,four-door car,7917,37707,72,0.0,346
2787,west,m,college,personal auto,four-door car,2406,63032,61,0.0,405
2790,northeast,f,bachelor,personal auto,four-door car,2611,13424,71,0.0,341
2791,northeast,f,college,personal auto,suv,8689,59098,110,0.0,666
2793,northeast,m,high school or below,personal auto,sports car,8565,95697,107,0.0,178
2794,central,m,college,personal auto,four-door car,7019,26806,63,0.0,302
2795,northeast,m,high school or below,corporate auto,four-door car,8114,30595,69,0.0,446
2796,central,m,college,personal auto,two-door car,4864,88079,61,0.0,122
2797,northeast,f,bachelor,personal auto,four-door car,8569,99803,71,0.0,189
2801,central,f,bachelor,personal auto,suv,4583,66991,115,0.0,400
2805,northeast,f,high school or below,personal auto,two-door car,4143,48263,104,0.0,675
2807,northeast,m,master,corporate auto,suv,9409,76847,118,0.0,32
2808,northeast,m,high school or below,personal auto,four-door car,2581,35795,65,0.0,312
2809,west,f,bachelor,personal auto,four-door car,7637,37707,71,0.0,341
2810,northeast,f,high school or below,personal auto,two-door car,2471,53074,61,0.0,269
2811,west,f,college,corporate auto,four-door car,2303,37707,63,0.0,733
2812,central,f,bachelor,personal auto,suv,8716,28743,112,0.0,538
2814,northeast,f,college,personal auto,two-door car,2720,14030,72,0.0,346
2815,northeast,f,college,personal auto,two-door car,2453,32764,61,0.0,293
2816,northeast,m,master,personal auto,four-door car,3829,74775,95,0.0,677
2817,central,f,bachelor,personal auto,four-door car,8874,53503,114,0.0,547
2818,west,m,college,personal auto,suv,15925,34455,135,0.0,648
2819,east,m,high school or below,personal auto,two-door car,2952,52198,74,0.0,355
2822,west,f,bachelor,personal auto,suv,13104,30130,110,0.0,528
2823,central,f,college,personal auto,two-door car,2437,37707,65,0.0,149
2825,northeast,f,high school or below,corporate auto,four-door car,9036,34337,113,0.0,542
2827,west,m,college,personal auto,four-door car,2549,52980,64,0.0,192
2828,west,f,bachelor,personal auto,four-door car,8955,97736,74,0.0,60
2829,east,f,college,corporate auto,two-door car,2468,37707,67,0.0,223
2831,central,f,college,corporate auto,two-door car,3777,68727,94,0.0,387
2832,central,m,bachelor,personal auto,four-door car,8045,71391,67,0.0,284
2833,west,f,college,personal auto,four-door car,5030,62271,63,0.0,25
2835,west,f,high school or below,corporate auto,four-door car,6180,37707,86,0.0,413
2836,east,f,bachelor,personal auto,four-door car,5678,37707,76,0.0,365
2837,east,m,college,personal auto,suv,4089,28506,104,0.0,499
2838,central,f,high school or below,personal auto,four-door car,3143,37707,86,0.0,413
2840,west,f,doctor,personal auto,four-door car,5587,94161,69,0.0,109
2841,northeast,m,college,personal auto,suv,12105,33345,102,0.0,694
2843,northeast,f,college,corporate auto,suv,15328,37707,138,0.0,689
2844,northeast,f,bachelor,personal auto,four-door car,5424,67414,68,0.0,149
2845,central,m,high school or below,corporate auto,four-door car,4982,33176,63,0.0,302
2846,northeast,f,bachelor,personal auto,suv,14635,37707,139,0.0,667
2847,northeast,m,college,corporate auto,four-door car,6863,56779,86,0.0,435
2848,west,m,college,personal auto,suv,13745,40810,114,0.0,780
2849,central,m,high school or below,corporate auto,four-door car,8112,30622,68,0.0,326
2852,central,f,college,personal auto,two-door car,8161,24980,71,0.0,511
2853,central,f,high school or below,corporate auto,four-door car,3919,66676,97,0.0,558
2855,northeast,m,high school or below,personal auto,four-door car,7590,37707,69,0.0,331
2856,central,f,bachelor,personal auto,four-door car,9032,37707,82,0.0,157
2857,west,m,bachelor,personal auto,two-door car,5556,41853,71,0.0,156
2858,central,f,bachelor,personal auto,four-door car,8258,23815,73,0.0,424
2859,west,m,bachelor,corporate auto,four-door car,2722,22885,73,0.0,386
2860,central,m,high school or below,personal auto,four-door car,5230,32630,66,0.0,203
2862,northeast,m,high school or below,personal auto,two-door car,5866,75952,73,0.0,350
2863,central,m,bachelor,corporate auto,two-door car,8802,96390,73,0.0,317
2864,west,f,college,personal auto,two-door car,8723,25680,73,0.0,332
2865,central,m,bachelor,personal auto,four-door car,8179,37707,112,0.0,806
2868,west,f,master,personal auto,four-door car,2920,41456,73,0.0,257
2869,central,m,high school or below,personal auto,two-door car,6366,44368,80,0.0,384
2872,northeast,f,college,corporate auto,four-door car,2988,37707,83,0.0,709
2873,central,f,master,personal auto,sports car,12780,33514,105,0.0,265
2874,central,f,college,personal auto,four-door car,3907,60230,98,0.0,8
2876,east,m,college,personal auto,four-door car,5268,40818,66,0.0,317
2877,northeast,m,college,personal auto,suv,9095,37937,116,0.0,557
2878,central,f,college,corporate auto,four-door car,7122,64571,89,0.0,452
2879,west,m,bachelor,corporate auto,suv,9117,37707,126,0.0,422
2881,central,m,high school or below,corporate auto,four-door car,3487,37707,95,0.0,684
2882,northeast,m,bachelor,personal auto,two-door car,7298,24672,93,0.0,670
2884,west,m,bachelor,personal auto,four-door car,9955,37707,96,0.0,461
2887,northeast,m,bachelor,personal auto,two-door car,5774,52278,73,0.0,235
2889,central,m,college,corporate auto,two-door car,3424,99816,86,0.0,173
2891,west,m,high school or below,corporate auto,four-door car,3109,77485,77,0.0,356
2893,west,f,high school or below,personal auto,four-door car,5706,76522,71,0.0,341
2895,northeast,f,master,special auto,four-door car,5097,22886,65,0.0,312
2896,northeast,m,high school or below,personal auto,two-door car,4102,37707,115,0.0,552
2897,northeast,m,high school or below,personal auto,two-door car,2538,25506,65,0.0,312
2898,central,m,high school or below,personal auto,suv,3652,37707,110,0.0,1265
2901,northeast,f,college,personal auto,two-door car,5206,37707,72,0.0,346
2903,west,m,college,special auto,suv,11513,16266,100,0.0,1177
2904,central,m,high school or below,personal auto,two-door car,7588,76516,95,0.0,661
2905,central,f,college,personal auto,four-door car,2389,20484,61,0.0,181
2906,west,f,master,personal auto,four-door car,5067,40215,64,0.0,98
2910,west,m,college,corporate auto,two-door car,10111,76276,86,0.0,93
2911,east,f,college,corporate auto,two-door car,2476,47918,62,0.0,246
2913,central,m,college,personal auto,four-door car,3141,43499,80,0.0,529
2914,northeast,m,high school or below,corporate auto,two-door car,2496,37707,72,0.0,518
2916,northeast,m,bachelor,personal auto,sports car,4983,21497,128,0.0,614
2917,central,m,high school or below,personal auto,four-door car,2227,27972,61,0.0,293
2918,central,f,master,personal auto,four-door car,9670,20942,84,0.0,403
2919,northeast,f,bachelor,corporate auto,four-door car,5089,37707,71,0.0,511
2921,west,f,college,corporate auto,suv,5438,23339,138,0.0,666
2922,central,f,college,personal auto,suv,5034,77031,125,0.0,600
2923,northeast,m,college,personal auto,two-door car,14020,31739,71,0.0,470
2924,central,m,high school or below,personal auto,two-door car,4878,37707,66,0.0,420
2925,east,f,bachelor,personal auto,four-door car,3449,25236,89,0.0,427
2927,northeast,m,bachelor,special auto,two-door car,5825,40964,74,0.0,355
2928,northeast,f,doctor,personal auto,sports car,4380,40896,109,0.0,319
2929,northeast,m,bachelor,corporate auto,two-door car,5793,95733,72,0.0,475
2931,central,m,master,personal auto,four-door car,5791,84551,72,0.0,29
2932,central,f,bachelor,corporate auto,four-door car,8502,12843,111,0.0,1143
2933,central,f,college,personal auto,four-door car,2477,71551,62,0.0,298
2934,central,m,bachelor,corporate auto,four-door car,2427,37707,71,0.0,511
2936,east,f,bachelor,personal auto,four-door car,4617,16764,61,0.0,293
2937,central,m,high school or below,personal auto,two-door car,12521,39007,105,0.0,1024
2938,east,f,master,personal auto,suv,9080,20290,113,0.0,767
2939,central,f,high school or below,corporate auto,two-door car,7777,46182,65,0.0,3
2940,northeast,f,college,personal auto,four-door car,5602,11920,74,0.0,355
2941,central,m,high school or below,personal auto,four-door car,3459,97162,86,0.0,33
2943,northeast,f,college,personal auto,two-door car,6866,37707,64,0.0,40
2947,northeast,m,high school or below,corporate auto,four-door car,3678,31349,93,0.0,446
2949,central,f,bachelor,personal auto,four-door car,4922,37707,69,0.0,331
2950,west,f,high school or below,personal auto,sports car,7584,37707,102,0.0,848
2951,northeast,f,college,personal auto,four-door car,2686,58166,67,0.0,92
2953,central,m,bachelor,personal auto,four-door car,8623,97361,73,0.0,350
2955,northeast,f,college,personal auto,suv,4278,75921,106,0.0,610
2958,northeast,f,college,corporate auto,four-door car,7026,48117,88,0.0,422
2959,west,f,bachelor,corporate auto,two-door car,8265,37707,77,0.0,554
2961,northeast,m,high school or below,corporate auto,suv,4408,66152,111,0.0,533
2962,central,m,high school or below,personal auto,four-door car,2482,31093,64,0.0,275
2964,west,f,high school or below,special auto,sports car,11572,37707,166,0.0,1195
2965,west,f,college,personal auto,four-door car,3645,19121,95,0.0,915
2966,northeast,m,bachelor,personal auto,four-door car,4363,37707,65,0.0,468
2969,central,f,college,personal auto,four-door car,7389,37707,97,0.0,638
2970,west,m,bachelor,personal auto,four-door car,2928,51991,73,0.0,124
2971,west,m,bachelor,personal auto,suv,8356,37707,118,0.0,153
2972,northeast,m,high school or below,personal auto,suv,8718,89096,111,0.0,65
2974,central,m,bachelor,personal auto,four-door car,8698,29540,73,0.0,350
2975,west,f,master,personal auto,four-door car,3555,58557,88,0.0,56
2976,northeast,m,college,personal auto,two-door car,2818,88816,70,0.0,164
2978,west,f,high school or below,personal auto,two-door car,2894,61809,72,0.0,328
2980,northeast,f,college,personal auto,sports car,5122,57161,127,0.0,610
2981,central,m,college,personal auto,four-door car,2218,37707,65,0.0,112
2982,west,f,high school or below,personal auto,two-door car,2862,90083,71,0.0,182
2983,west,f,high school or below,personal auto,four-door car,5980,57693,76,0.0,547
2984,central,m,college,personal auto,four-door car,7377,37707,69,0.0,331
2986,northeast,m,college,personal auto,four-door car,8658,68727,72,0.0,171
2987,northeast,f,master,personal auto,four-door car,11726,40564,97,0.0,86
2988,central,m,high school or below,personal auto,four-door car,5780,51066,74,0.0,788
2989,northeast,m,high school or below,personal auto,two-door car,10059,37707,92,0.0,640
2991,east,f,college,personal auto,four-door car,4787,37707,67,0.0,322
2992,west,m,bachelor,personal auto,four-door car,3013,21353,80,0.0,576
2993,west,m,high school or below,personal auto,four-door car,3472,37707,102,0.0,976
2994,northeast,f,college,personal auto,four-door car,5381,55350,67,0.0,322
2996,west,f,bachelor,special auto,suv,5526,94230,137,0.0,658
2997,central,m,bachelor,corporate auto,two-door car,4883,53305,63,0.0,302
2999,northeast,f,bachelor,personal auto,sports car,5745,37707,165,0.0,1853
3000,central,f,college,personal auto,two-door car,9602,37707,94,0.0,677
3001,central,m,bachelor,personal auto,four-door car,3200,37707,87,0.0,132
3002,central,m,high school or below,personal auto,four-door car,2758,22158,74,0.0,355
3003,northeast,f,bachelor,personal auto,two-door car,2725,81605,67,0.0,424
3004,east,m,master,personal auto,two-door car,5550,62219,69,0.0,243
3005,west,m,bachelor,special auto,two-door car,2619,15587,71,0.0,136
3007,west,m,college,personal auto,two-door car,12313,37707,116,0.0,835
3008,northeast,m,high school or below,personal auto,four-door car,10552,28505,88,0.0,422
3009,central,m,high school or below,personal auto,suv,12022,25918,104,0.0,997
3011,northeast,m,bachelor,personal auto,two-door car,7441,34137,62,0.0,298
3012,east,m,bachelor,personal auto,sports car,10303,21839,137,0.0,658
3014,northeast,f,college,personal auto,four-door car,5761,83392,71,0.0,126
3015,central,f,high school or below,personal auto,suv,10281,73661,128,0.0,404
3016,central,m,bachelor,personal auto,suv,4784,49793,121,0.0,641
3017,northeast,m,bachelor,corporate auto,two-door car,2143,37707,65,0.0,687
3018,west,m,doctor,personal auto,suv,8738,91890,107,0.0,157
3019,central,m,high school or below,corporate auto,two-door car,4468,37707,65,0.0,468
3020,west,f,bachelor,corporate auto,four-door car,11315,11885,101,0.0,485
3022,northeast,m,high school or below,personal auto,four-door car,7682,90043,63,0.0,203
3024,west,f,bachelor,corporate auto,suv,5015,48567,130,0.0,624
3032,central,f,bachelor,personal auto,four-door car,5504,37707,73,0.0,350
3033,northeast,f,master,corporate auto,four-door car,5097,22886,65,0.0,312
3035,northeast,f,college,personal auto,four-door car,5674,65775,72,0.0,171
3036,central,m,doctor,special auto,four-door car,2886,52972,74,0.0,355
3037,central,m,master,personal auto,two-door car,5795,52979,72,0.0,346
3038,central,f,bachelor,personal auto,four-door car,10707,55436,67,0.0,322
3039,northeast,f,college,personal auto,suv,5321,32116,132,0.0,277
3041,central,m,high school or below,personal auto,four-door car,4628,37707,62,0.0,691
3043,west,f,bachelor,personal auto,suv,4030,93621,100,0.0,60
3044,northeast,m,bachelor,personal auto,two-door car,2744,79192,70,0.0,336
3047,west,f,college,corporate auto,two-door car,5863,75121,73,0.0,171
3048,northeast,f,college,personal auto,four-door car,4032,37707,117,0.0,842
3049,central,f,bachelor,personal auto,two-door car,7553,69959,63,0.0,402
3052,west,m,bachelor,corporate auto,two-door car,5641,67523,72,0.0,345
3053,west,f,high school or below,personal auto,four-door car,8679,62366,108,0.0,51
3058,west,f,high school or below,personal auto,sports car,7413,37707,106,0.0,509
3060,central,f,high school or below,personal auto,four-door car,6035,29587,76,0.0,422
3061,central,m,high school or below,personal auto,sports car,16280,37707,157,0.0,754
3062,west,m,master,corporate auto,sports car,9024,71499,112,0.0,538
3063,west,f,bachelor,corporate auto,four-door car,7496,37707,106,0.0,763
3064,central,m,college,personal auto,suv,12521,37707,126,0.0,907
3065,northeast,m,high school or below,corporate auto,two-door car,2552,75740,64,0.0,129
3070,northeast,f,bachelor,personal auto,suv,8514,34505,106,0.0,360
3076,northeast,m,high school or below,corporate auto,sports car,9987,24067,132,0.0,634
3077,central,f,college,corporate auto,four-door car,7909,43630,99,0.0,475
3078,central,m,college,personal auto,suv,4870,23811,130,0.0,624
3079,east,m,college,personal auto,two-door car,2122,37707,62,0.0,446
3081,northeast,f,bachelor,personal auto,suv,4341,37707,124,0.0,595
3082,west,m,bachelor,personal auto,four-door car,6280,50562,79,0.0,545
3083,northeast,f,master,corporate auto,two-door car,11982,21514,62,0.0,257
3085,central,f,high school or below,personal auto,suv,8647,64125,108,0.0,370
3086,northeast,m,college,personal auto,four-door car,2444,83800,62,0.0,196
3087,west,f,college,personal auto,four-door car,5070,23840,64,0.0,307
3088,east,f,college,corporate auto,four-door car,5647,54834,72,0.0,186
