state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
1938,northeast,m,college,8169,20819,73,1.0,special auto,four-door car,207
1939,west,f,college,13561,29095,91,1.0,corporate auto,two-door car,281
1940,west,m,college,6699,30852,88,0.0,personal auto,four-door car,319
1941,west,m,high school or below,20231,48448,74,1.0,corporate auto,four-door car,355
1942,east,f,bachelor,4097,20079,110,0.0,corporate auto,two-door car,528
1943,west,m,high school or below,5169,12430,73,0.0,personal auto,four-door car,350
1944,central,m,bachelor,6279,47669,80,0.0,personal auto,four-door car,384
1945,central,m,bachelor,3344,40794,87,0.0,personal auto,four-door car,334
1946,west,m,bachelor,15532,95340,198,2.0,personal auto,luxury suv,809
1947,northeast,m,bachelor,4237,14476,113,0.0,corporate auto,sports car,542
1948,central,f,college,3693,37707,105,0.0,personal auto,four-door car,756
1949,west,m,high school or below,6783,26116,85,0.0,personal auto,four-door car,612
1950,west,m,bachelor,3683,12454,100,0.0,personal auto,sports car,720
1951,northeast,f,high school or below,13996,48245,121,3.0,personal auto,suv,581
1953,northeast,f,bachelor,8332,37707,119,0.0,personal auto,suv,857
1954,central,f,college,4171,37478,105,0.0,personal auto,sports car,654
1955,northeast,m,high school or below,7874,37707,74,0.0,personal auto,two-door car,569
1956,northeast,f,college,10677,45732,134,0.0,corporate auto,suv,612
1957,west,m,bachelor,14687,37707,85,0.0,personal auto,four-door car,612
1958,east,m,bachelor,5395,65978,67,0.0,corporate auto,two-door car,252
1959,central,m,college,2231,37707,62,0.0,personal auto,four-door car,326
1960,central,f,college,7771,58467,65,0.0,corporate auto,four-door car,453
1961,east,f,college,4104,82427,102,0.0,personal auto,suv,490
1962,central,m,bachelor,7221,33811,184,0.0,personal auto,luxury suv,587
1963,northeast,m,high school or below,12285,37707,183,2.0,personal auto,luxury suv,878
1964,west,f,master,5705,37675,71,0.0,personal auto,four-door car,381
1965,central,m,bachelor,2434,37707,72,0.0,personal auto,two-door car,346
1966,west,f,college,4922,37707,70,0.0,personal auto,four-door car,336
1967,west,m,high school or below,4660,37707,67,0.0,personal auto,two-door car,482
1968,east,f,high school or below,2542,37707,71,0.0,personal auto,four-door car,511
1969,central,m,college,11659,19851,102,0.0,personal auto,sports car,220
1970,east,f,high school or below,11132,37707,99,0.0,personal auto,four-door car,475
1971,central,f,bachelor,4734,37707,62,0.0,corporate auto,four-door car,741
1972,northeast,f,high school or below,8776,28360,73,0.0,personal auto,four-door car,864
1973,west,m,high school or below,7804,70833,193,0.0,personal auto,luxury suv,926
1974,central,f,master,2522,37707,69,1.0,corporate auto,four-door car,470
1975,west,f,bachelor,9536,62421,80,2.0,corporate auto,four-door car,384
1976,northeast,f,bachelor,4711,13933,62,0.0,corporate auto,two-door car,49
1977,central,f,bachelor,3801,40513,96,1.0,personal auto,four-door car,152
1978,northeast,m,college,21159,37707,108,0.0,special auto,suv,778
1979,northeast,m,master,6515,47259,81,0.0,corporate auto,four-door car,389
1980,west,m,master,4740,35039,61,0.0,personal auto,four-door car,254
1981,west,f,college,21241,37707,190,0.0,personal auto,luxury suv,1368
1982,east,m,high school or below,3981,92539,101,0.0,personal auto,four-door car,707
1983,northeast,f,college,4990,37707,71,0.0,special auto,two-door car,850
1984,northeast,m,high school or below,2563,92038,65,2.0,personal auto,two-door car,178
1985,central,m,bachelor,7355,51789,61,0.0,corporate auto,two-door car,436
1986,central,m,college,5041,61972,64,2.0,personal auto,four-door car,139
1987,northeast,m,doctor,12732,40870,105,0.0,special auto,suv,504
1989,central,f,bachelor,2873,79681,73,1.0,personal auto,four-door car,9
1990,northeast,f,high school or below,11058,69792,137,0.0,personal auto,suv,697
1991,central,f,high school or below,7138,19794,93,0.0,corporate auto,two-door car,603
1992,northeast,m,high school or below,29037,37707,113,0.0,personal auto,suv,542
1993,west,f,master,8613,26680,106,0.0,personal auto,two-door car,509
1994,west,f,college,3861,93272,95,0.0,corporate auto,four-door car,281
1995,northeast,m,doctor,2483,37707,68,0.0,personal auto,two-door car,87
1996,west,f,bachelor,3133,37707,91,1.0,personal auto,four-door car,655
1997,northeast,m,bachelor,7123,21835,92,0.0,personal auto,two-door car,622
1998,central,f,college,28436,37707,116,0.0,personal auto,suv,900
1999,east,f,bachelor,12742,73054,106,1.0,personal auto,suv,419
2000,northeast,f,bachelor,3177,35551,81,1.0,personal auto,four-door car,565
2001,west,f,bachelor,5470,54507,138,0.0,personal auto,suv,703
2002,northeast,m,bachelor,4583,37707,67,0.0,personal auto,four-door car,322
2003,northeast,f,bachelor,5350,41336,68,0.0,personal auto,four-door car,263
2004,west,f,high school or below,5581,31972,70,0.0,personal auto,four-door car,416
2005,northeast,m,college,7049,20416,93,0.0,personal auto,four-door car,446
2006,central,m,bachelor,15306,46338,193,0.0,corporate auto,suv,19
2007,northeast,m,high school or below,9658,37707,131,0.0,personal auto,suv,629
2008,west,m,college,3985,17220,105,0.0,personal auto,suv,504
2009,northeast,m,college,9817,37256,62,0.0,personal auto,four-door car,129
2010,central,f,high school or below,37244,53602,115,0.0,personal auto,sports car,295
2011,northeast,f,high school or below,4123,24732,107,0.0,corporate auto,sports car,73
2012,northeast,m,high school or below,2557,23867,65,0.0,personal auto,four-door car,312
2013,west,m,high school or below,17254,37707,124,0.0,personal auto,sports car,929
2014,west,m,bachelor,36181,37707,180,0.0,corporate auto,luxury suv,864
2016,northeast,m,high school or below,2348,37707,63,0.0,personal auto,four-door car,454
2017,northeast,f,bachelor,23675,46268,199,1.0,personal auto,sports car,842
2018,northeast,f,college,4089,60759,104,0.0,corporate auto,suv,499
2019,west,f,bachelor,2484,75615,65,5.0,personal auto,four-door car,157
2020,northeast,m,college,5278,73742,68,0.0,personal auto,two-door car,27
2022,west,m,high school or below,10964,55687,276,0.0,corporate auto,luxury suv,1325
2023,northeast,m,bachelor,5556,74015,72,0.0,personal auto,four-door car,471
2024,east,m,bachelor,3261,37707,93,0.0,personal auto,four-door car,670
2025,northeast,f,bachelor,11030,37056,92,0.0,personal auto,four-door car,442
2026,central,f,college,4771,12964,65,0.0,personal auto,two-door car,363
2027,west,f,high school or below,2734,30916,70,0.0,personal auto,four-door car,21
2028,west,m,bachelor,3748,37707,106,0.0,personal auto,suv,509
2029,northeast,f,college,4771,12964,65,0.0,personal auto,two-door car,363
2030,northeast,m,master,8510,26057,74,0.0,personal auto,four-door car,524
2031,central,f,master,5421,29981,71,0.0,corporate auto,two-door car,341
2032,northeast,m,bachelor,2916,85210,74,0.0,personal auto,four-door car,101
2033,east,m,college,13364,86653,111,0.0,personal auto,four-door car,277
2034,northeast,m,high school or below,3975,37707,113,0.0,personal auto,suv,542
2035,west,m,college,14710,22872,131,2.0,personal auto,suv,755
2036,west,f,doctor,5936,42889,74,0.0,personal auto,four-door car,177
2037,west,m,college,2862,74034,72,0.0,personal auto,four-door car,267
2038,central,f,bachelor,8427,46503,215,1.0,personal auto,luxury suv,1032
2039,central,m,bachelor,8623,97361,73,0.0,corporate auto,four-door car,350
2040,northeast,m,bachelor,2301,25905,63,0.0,personal auto,four-door car,302
2041,central,m,bachelor,10057,16097,139,0.0,personal auto,sports car,1001
2042,central,f,high school or below,9118,56446,114,0.0,personal auto,suv,547
2043,central,m,master,5507,11343,72,0.0,personal auto,four-door car,155
2044,west,m,doctor,10972,24164,137,0.0,personal auto,sports car,658
2045,northeast,m,college,7840,58414,210,2.0,personal auto,luxury suv,1008
2046,east,f,bachelor,5504,37707,73,0.0,personal auto,four-door car,350
2047,central,f,high school or below,4793,24395,62,0.0,personal auto,two-door car,357
2048,northeast,f,master,4188,52471,103,0.0,personal auto,two-door car,164
2049,central,f,college,2718,30009,68,0.0,personal auto,four-door car,317
2050,northeast,f,bachelor,8258,23815,73,0.0,personal auto,four-door car,424
2051,northeast,f,master,12664,27739,104,0.0,corporate auto,four-door car,3
2052,central,m,college,2648,37876,69,0.0,personal auto,four-door car,300
2053,west,m,bachelor,4831,37707,72,0.0,corporate auto,four-door car,346
2054,central,f,bachelor,4558,14665,61,0.0,personal auto,four-door car,293
2055,northeast,f,bachelor,2128,37707,61,1.0,corporate auto,four-door car,31
2056,west,f,bachelor,2547,86595,63,0.0,corporate auto,two-door car,446
2057,east,m,college,4993,24368,68,1.0,personal auto,four-door car,326
2058,east,f,bachelor,12742,73054,106,1.0,corporate auto,suv,419
2059,east,f,college,7863,37707,72,0.0,corporate auto,two-door car,732
2060,northeast,m,bachelor,5131,50994,128,0.0,corporate auto,suv,346
2061,northeast,f,high school or below,2275,37707,64,0.0,personal auto,two-door car,461
2062,central,f,college,60556,37707,204,0.0,personal auto,luxury suv,979
2063,northeast,m,bachelor,2356,37707,63,0.0,personal auto,four-door car,302
2064,west,f,bachelor,28824,37707,87,1.0,corporate auto,four-door car,626
2065,west,m,bachelor,4979,28695,64,0.0,corporate auto,four-door car,221
2066,central,f,college,6521,72608,82,3.0,special auto,four-door car,394
2067,northeast,f,bachelor,7565,48381,63,0.0,personal auto,two-door car,302
2068,central,f,college,11632,37707,152,0.0,personal auto,suv,1083
2069,central,f,high school or below,7180,37707,104,0.0,special auto,sports car,1210
2071,northeast,f,bachelor,2248,24910,63,1.0,personal auto,four-door car,348
2072,east,m,doctor,2530,50577,63,0.0,personal auto,two-door car,12
2073,northeast,m,high school or below,4653,37707,70,1.0,personal auto,two-door car,585
2074,central,f,college,2354,26184,62,0.0,special auto,two-door car,298
2075,central,m,bachelor,8417,20215,112,0.0,personal auto,four-door car,538
2076,west,m,bachelor,5718,68342,72,0.0,personal auto,four-door car,149
2077,northeast,m,high school or below,4624,37707,133,0.0,personal auto,suv,958
2078,northeast,f,college,6521,72608,82,3.0,personal auto,four-door car,394
2079,central,m,master,5507,74960,69,1.0,corporate auto,four-door car,108
2080,northeast,m,college,2675,56342,69,0.0,corporate auto,four-door car,331
2081,northeast,f,college,5818,86824,72,0.0,personal auto,four-door car,189
2082,central,m,college,4646,37530,117,0.0,personal auto,suv,562
2083,northeast,m,bachelor,2227,37707,62,0.0,personal auto,two-door car,298
2084,west,f,bachelor,7651,53330,65,0.0,personal auto,four-door car,224
2085,northeast,m,bachelor,2305,37707,63,0.0,special auto,four-door car,328
2086,central,f,college,11960,52436,76,0.0,personal auto,four-door car,109
2087,central,f,bachelor,11315,11885,101,0.0,personal auto,four-door car,485
2088,northeast,m,high school or below,7213,37707,97,0.0,corporate auto,two-door car,499
2089,east,f,college,5256,44536,137,1.0,personal auto,suv,47
2090,central,f,bachelor,4795,82763,61,0.0,personal auto,four-door car,245
2091,central,f,college,2660,37707,87,3.0,corporate auto,four-door car,420
2092,central,f,master,27643,63401,113,0.0,personal auto,suv,52
2094,northeast,m,bachelor,5688,99747,72,0.0,corporate auto,two-door car,62
2095,west,m,college,3059,37707,88,0.0,personal auto,four-door car,634
2096,central,f,high school or below,4945,78796,61,0.0,personal auto,two-door car,293
2097,northeast,f,bachelor,8609,79090,107,0.0,personal auto,suv,289
2098,central,m,college,5157,43906,65,0.0,personal auto,two-door car,468
2099,central,m,high school or below,3749,82189,94,0.0,personal auto,two-door car,354
2100,northeast,f,college,7463,70263,93,0.0,personal auto,two-door car,7
2101,east,m,master,15064,19132,207,0.0,personal auto,luxury car,1009
2103,central,m,master,2799,78127,69,0.0,personal auto,four-door car,136
2104,central,m,bachelor,2760,92296,69,0.0,personal auto,two-door car,331
2105,northeast,m,doctor,5392,37707,74,0.0,corporate auto,two-door car,317
2106,west,f,high school or below,5393,80550,68,3.0,personal auto,four-door car,266
2107,central,f,college,3575,51950,89,0.0,personal auto,two-door car,429
2108,northeast,f,college,5608,20392,73,0.0,personal auto,four-door car,350
2109,east,f,college,4755,30886,61,0.0,special auto,four-door car,8
2110,northeast,m,bachelor,2240,37707,66,0.0,personal auto,four-door car,475
2111,west,f,bachelor,7356,33089,61,0.0,personal auto,four-door car,293
2112,northeast,m,college,13284,37707,132,0.0,personal auto,suv,950
2113,central,m,college,6893,37707,68,0.0,corporate auto,two-door car,326
2114,west,m,college,3966,72439,100,1.0,personal auto,suv,480
2115,northeast,f,bachelor,16549,81639,82,0.0,special auto,four-door car,48
2116,northeast,f,college,5447,68815,68,0.0,personal auto,four-door car,115
2117,west,f,college,4645,37707,63,0.0,personal auto,four-door car,95
2120,central,m,high school or below,12296,55193,105,1.0,personal auto,suv,504
2121,west,f,college,6274,18577,86,0.0,personal auto,four-door car,413
2122,central,m,high school or below,6366,44368,80,0.0,corporate auto,two-door car,384
2123,northeast,m,college,6006,13528,86,0.0,personal auto,four-door car,413
2124,northeast,f,master,11982,21514,62,0.0,personal auto,two-door car,257
2125,west,m,high school or below,11886,37707,105,0.0,personal auto,suv,756
2126,central,f,bachelor,17109,87139,213,0.0,personal auto,luxury suv,364
2127,west,m,high school or below,4718,20355,61,1.0,personal auto,four-door car,439
2128,west,m,bachelor,4779,37707,73,2.0,personal auto,four-door car,350
2129,east,m,bachelor,2402,46210,61,3.0,personal auto,two-door car,439
2130,central,f,college,13198,37707,68,3.0,personal auto,four-door car,326
2131,west,m,high school or below,29233,28613,114,0.0,personal auto,four-door car,821
2133,central,m,bachelor,4774,37707,73,0.0,personal auto,four-door car,526
2134,central,f,high school or below,9114,76700,112,0.0,personal auto,four-door car,322
2135,central,f,bachelor,7664,37707,109,0.0,personal auto,suv,523
2136,northeast,m,master,2600,45181,65,0.0,personal auto,four-door car,312
2137,northeast,m,high school or below,8819,99845,110,1.0,personal auto,suv,528
2138,northeast,m,bachelor,6858,37707,101,0.0,personal auto,suv,1022
2139,northeast,f,high school or below,7109,92423,88,0.0,personal auto,four-door car,404
2140,east,f,doctor,2843,43793,71,0.0,personal auto,four-door car,16
2141,east,m,college,12846,93210,107,2.0,personal auto,suv,514
2142,northeast,m,bachelor,3499,58484,88,1.0,personal auto,two-door car,44
2143,northeast,m,high school or below,6005,26876,76,0.0,personal auto,four-door car,365
2144,central,f,bachelor,4345,48054,109,0.0,personal auto,suv,523
2145,central,f,bachelor,25402,36800,91,0.0,personal auto,two-door car,237
2146,central,m,college,4467,28663,61,4.0,personal auto,four-door car,293
2147,west,f,college,7849,54431,97,0.0,personal auto,four-door car,284
2148,east,f,bachelor,4251,27608,108,0.0,personal auto,suv,309
2149,west,m,bachelor,6073,22103,89,1.0,personal auto,four-door car,427
2150,central,m,college,6730,37707,103,0.0,personal auto,suv,742
2151,central,m,doctor,2589,46168,65,0.0,personal auto,four-door car,312
2152,northeast,m,college,7306,83221,91,0.0,personal auto,four-door car,14
2153,west,m,bachelor,8531,98677,105,0.0,personal auto,four-door car,108
2154,west,f,high school or below,8618,46379,72,0.0,corporate auto,four-door car,346
2155,northeast,f,college,4957,62803,62,0.0,personal auto,two-door car,401
2156,west,m,bachelor,12255,37707,177,0.0,personal auto,suv,1274
2157,central,m,college,9625,37707,134,0.0,personal auto,suv,965
